,OCC 1972-1982,OCC 1983-1991,OCC 1992-Aug1995,OCC Sept1995-2002,OCC 2003-2010,OCC 2011-2019,OCC 2020+
1,222,4,4,4,10,10,10
2,472,19,22,22,10,10,10
3,212,19,22,22,10,10,10
4,220,5,5,5,10,10,10
5,240,19,21,21,10,10,10
6,223,19,22,22,10,10,10
7,212,5,5,5,10,10,10
8,13,19,22,22,10,10,10
9,223,19,21,21,10,10,10
10,205,19,22,22,10,10,10
11,201,5,5,5,10,10,10
12,230,19,22,22,10,10,10
13,101,19,21,21,10,10,10
14,212,19,21,21,10,10,10
15,222,5,5,5,10,10,10
16,224,17,16,22,10,10,10
17,222,3,3,22,10,10,10
18,220,19,22,22,10,10,10
19,385,19,21,21,10,10,10
20,235,19,21,21,10,10,10
21,385,19,22,22,10,10,10
22,13,19,21,21,10,10,10
23,265,19,22,22,10,10,10
24,195,19,21,21,10,10,10
25,245,19,22,22,10,10,10
26,235,19,22,22,10,10,10
27,441,19,21,21,10,10,10
28,240,19,22,22,10,10,10
29,240,14,14,14,10,10,10
30,441,19,22,22,10,10,10
31,202,19,21,21,10,10,10
32,101,19,22,22,10,10,10
33,220,19,21,21,10,10,10
34,212,14,14,14,10,10,10
35,230,19,21,21,10,10,10
36,372,19,21,21,10,10,10
37,205,19,21,21,10,10,10
38,184,19,22,22,10,10,10
39,370,19,22,22,10,10,10
40,184,19,21,21,10,10,10
41,370,19,21,21,10,10,10
42,195,19,22,22,10,10,10
43,245,19,21,21,10,10,10
44,472,19,21,21,10,10,10
45,202,19,22,22,10,10,10
46,372,19,22,22,10,10,10
47,245,5,5,5,10,10,10
48,265,19,21,21,10,10,10
49,56,5,5,5,10,10,10
50,235,14,14,14,10,10,10
51,240,19,17,17,20,20,20
52,472,19,22,22,20,20,20
53,13,19,17,17,20,20,20
54,56,5,5,5,20,20,20
55,240,19,22,22,20,20,20
56,385,19,17,17,20,20,20
57,212,19,17,17,20,20,20
58,184,19,22,22,20,20,20
59,205,19,22,22,20,20,20
60,372,19,17,17,20,20,20
61,472,19,17,17,20,20,20
62,184,19,21,21,20,20,20
63,224,17,16,22,20,20,20
64,385,19,22,22,20,20,20
65,184,19,17,17,20,20,20
66,223,19,22,22,20,20,20
67,245,19,17,17,20,20,20
68,220,19,22,22,20,20,20
69,372,19,21,21,20,20,20
70,201,5,5,5,20,20,20
71,195,19,22,22,20,20,20
72,372,19,22,22,20,20,20
73,370,19,21,21,20,20,20
74,101,19,21,21,20,20,20
75,385,19,21,21,20,20,20
76,441,19,22,22,20,20,20
77,13,19,21,21,20,20,20
78,240,19,21,21,20,20,20
79,212,5,5,5,20,20,20
80,220,19,17,17,20,20,20
81,472,19,21,21,20,20,20
82,202,19,22,22,20,20,20
83,222,5,5,5,20,20,20
84,230,19,22,22,20,20,20
85,212,19,21,21,20,20,20
86,101,19,17,17,20,20,20
87,441,19,17,17,20,20,20
88,235,19,21,21,20,20,20
89,212,19,22,22,20,20,20
90,202,19,21,21,20,20,20
91,223,19,17,17,20,20,20
92,245,5,5,5,20,20,20
93,230,19,21,21,20,20,20
94,220,19,21,21,20,20,20
95,235,19,17,17,20,20,20
96,220,5,5,5,20,20,20
97,245,19,21,21,20,20,20
98,245,19,22,22,20,20,20
99,441,19,21,21,20,20,20
100,265,19,17,17,20,20,20
101,195,19,17,17,20,20,20
102,265,19,21,21,20,20,20
103,223,19,21,21,20,20,20
104,195,19,21,21,20,20,20
105,265,19,22,22,20,20,20
106,13,19,22,22,20,20,20
107,205,19,17,17,20,20,20
108,370,19,22,22,20,20,20
109,230,19,17,17,20,20,20
110,101,19,22,22,20,20,20
111,370,19,17,17,20,20,20
112,222,3,3,22,20,20,20
113,202,19,17,17,20,20,20
114,235,19,22,22,20,20,20
115,205,19,21,21,20,20,20
116,101,19,22,22,30,30,30
117,195,19,22,22,30,30,30
118,245,19,22,22,30,30,30
119,372,19,22,22,30,30,30
120,240,19,22,22,30,30,30
121,205,19,22,22,30,30,30
122,222,3,3,22,30,30,30
123,441,19,22,22,30,30,30
124,230,19,22,22,30,30,30
125,235,19,22,22,30,30,30
126,212,19,22,22,30,30,30
127,472,19,22,22,30,30,30
128,202,19,22,22,30,30,30
129,224,17,16,22,30,30,30
130,13,19,22,22,30,30,30
131,223,19,22,22,30,30,30
132,265,19,22,22,30,30,30
133,385,19,22,22,30,30,30
134,220,19,22,22,30,30,30
135,370,19,22,22,30,30,30
136,184,19,22,22,30,30,30
137,184,197,197,197,40,40,40
138,231,13,13,13,40,40,40
139,245,13,13,13,40,40,40
140,233,13,13,13,40,40,40
141,270,13,13,13,40,40,40
142,265,13,13,13,40,40,40
143,192,197,197,197,40,40,40
144,220,13,13,13,40,40,40
145,472,19,21,21,50,50,51
146,472,19,21,21,50,50,52
147,184,19,22,22,50,50,51
148,184,19,22,22,50,50,52
149,195,19,21,21,50,50,51
150,195,19,21,21,50,50,52
151,235,19,22,22,50,50,51
152,235,19,22,22,50,50,52
153,101,19,22,22,50,50,51
154,101,19,22,22,50,50,52
155,212,19,22,22,50,50,51
156,212,19,22,22,50,50,52
157,233,13,13,13,50,50,51
158,233,13,13,13,50,50,52
159,385,19,22,22,50,50,51
160,385,19,22,22,50,50,52
161,265,13,13,13,50,50,51
162,265,13,13,13,50,50,52
163,372,19,21,21,50,50,51
164,372,19,21,21,50,50,52
165,370,19,22,22,50,50,51
166,370,19,22,22,50,50,52
167,372,19,22,22,50,50,51
168,372,19,22,22,50,50,52
169,220,19,21,21,50,50,51
170,220,19,21,21,50,50,52
171,223,19,21,21,50,50,51
172,223,19,21,21,50,50,52
173,195,19,22,22,50,50,51
174,195,19,22,22,50,50,52
175,184,19,21,21,50,50,51
176,184,19,21,21,50,50,52
177,101,19,21,21,50,50,51
178,101,19,21,21,50,50,52
179,220,13,13,13,50,50,51
180,220,13,13,13,50,50,52
181,370,19,21,21,50,50,51
182,370,19,21,21,50,50,52
183,240,19,21,21,50,50,51
184,240,19,21,21,50,50,52
185,223,19,22,22,50,50,51
186,223,19,22,22,50,50,52
187,202,19,22,22,50,50,51
188,202,19,22,22,50,50,52
189,13,19,21,21,50,50,51
190,13,19,21,21,50,50,52
191,230,19,21,21,50,50,51
192,230,19,21,21,50,50,52
193,385,19,21,21,50,50,51
194,385,19,21,21,50,50,52
195,231,13,13,13,50,50,51
196,231,13,13,13,50,50,52
197,240,19,22,22,50,50,51
198,240,19,22,22,50,50,52
199,235,19,21,21,50,50,51
200,235,19,21,21,50,50,52
201,265,19,21,21,50,50,51
202,265,19,21,21,50,50,52
203,205,19,22,22,50,50,51
204,205,19,22,22,50,50,52
205,245,13,13,13,50,50,51
206,245,13,13,13,50,50,52
207,270,13,13,13,50,50,51
208,270,13,13,13,50,50,52
209,245,19,21,21,50,50,51
210,245,19,21,21,50,50,52
211,222,3,3,22,50,50,51
212,222,3,3,22,50,50,52
213,224,17,16,22,50,50,51
214,224,17,16,22,50,50,52
215,245,19,22,22,50,50,51
216,245,19,22,22,50,50,52
217,212,19,21,21,50,50,51
218,212,19,21,21,50,50,52
219,220,19,22,22,50,50,51
220,220,19,22,22,50,50,52
221,441,19,22,22,50,50,51
222,441,19,22,22,50,50,52
223,472,19,22,22,50,50,51
224,472,19,22,22,50,50,52
225,441,19,21,21,50,50,51
226,441,19,21,21,50,50,52
227,230,19,22,22,50,50,51
228,230,19,22,22,50,50,52
229,202,19,21,21,50,50,51
230,202,19,21,21,50,50,52
231,13,19,22,22,50,50,51
232,13,19,22,22,50,50,52
233,205,19,21,21,50,50,51
234,205,19,21,21,50,50,52
235,265,19,22,22,50,50,51
236,265,19,22,22,50,50,52
237,372,19,21,21,60,60,60
238,240,19,21,21,60,60,60
239,245,187,187,187,60,60,60
240,192,197,197,197,60,60,60
241,230,19,21,21,60,60,60
242,370,19,21,21,60,60,60
243,265,13,13,13,60,60,60
244,235,19,21,21,60,60,60
245,270,13,13,13,60,60,60
246,441,19,21,21,60,60,60
247,223,19,21,21,60,60,60
248,472,19,21,21,60,60,60
249,13,19,21,21,60,60,60
250,220,13,13,13,60,60,60
251,220,19,21,21,60,60,60
252,212,19,21,21,60,60,60
253,184,197,197,197,60,60,60
254,385,19,21,21,60,60,60
255,175,187,187,187,60,60,60
256,194,187,187,187,60,60,60
257,231,13,13,13,60,60,60
258,202,19,21,21,60,60,60
259,265,19,21,21,60,60,60
260,184,19,21,21,60,60,60
261,195,19,21,21,60,60,60
262,205,19,21,21,60,60,60
263,245,19,21,21,60,60,60
264,245,13,13,13,60,60,60
265,233,13,13,13,60,60,60
266,101,19,21,21,60,60,60
267,220,19,22,22,100,100,101
268,220,19,22,22,100,100,102
269,212,5,5,5,100,100,101
270,212,5,5,5,100,100,102
271,385,19,22,22,100,100,101
272,385,19,22,22,100,100,102
273,372,19,22,22,100,100,101
274,372,19,22,22,100,100,102
275,220,5,5,5,100,100,101
276,220,5,5,5,100,100,102
277,240,19,22,22,100,100,101
278,240,19,22,22,100,100,102
279,101,19,22,22,100,100,101
280,101,19,22,22,100,100,102
281,472,19,22,22,100,100,101
282,472,19,22,22,100,100,102
283,222,3,3,22,100,100,101
284,222,3,3,22,100,100,102
285,223,19,22,22,100,100,101
286,223,19,22,22,100,100,102
287,56,5,5,5,100,100,101
288,56,5,5,5,100,100,102
289,235,19,22,22,100,100,101
290,235,19,22,22,100,100,102
291,212,19,22,22,100,100,101
292,212,19,22,22,100,100,102
293,265,19,22,22,100,100,101
294,265,19,22,22,100,100,102
295,245,5,5,5,100,100,101
296,245,5,5,5,100,100,102
297,441,19,22,22,100,100,101
298,441,19,22,22,100,100,102
299,205,19,22,22,100,100,101
300,205,19,22,22,100,100,102
301,201,5,5,5,100,100,101
302,201,5,5,5,100,100,102
303,195,19,22,22,100,100,101
304,195,19,22,22,100,100,102
305,202,19,22,22,100,100,101
306,202,19,22,22,100,100,102
307,245,19,22,22,100,100,101
308,245,19,22,22,100,100,102
309,224,17,16,22,100,100,101
310,224,17,16,22,100,100,102
311,184,19,22,22,100,100,101
312,184,19,22,22,100,100,102
313,222,5,5,5,100,100,101
314,222,5,5,5,100,100,102
315,370,19,22,22,100,100,101
316,370,19,22,22,100,100,102
317,230,19,22,22,100,100,101
318,230,19,22,22,100,100,102
319,13,19,22,22,100,100,101
320,13,19,22,22,100,100,102
321,240,19,21,21,110,110,110
322,184,19,22,22,110,110,110
323,265,19,22,22,110,110,110
324,220,19,22,22,110,110,110
325,235,19,22,22,110,110,110
326,184,19,21,21,110,110,110
327,235,19,21,21,110,110,110
328,372,19,21,21,110,110,110
329,265,19,21,21,110,110,110
330,370,19,21,21,110,110,110
331,195,19,21,21,110,110,110
332,220,5,5,5,110,110,110
333,202,19,22,22,110,110,110
334,205,19,22,22,110,110,110
335,240,19,22,22,110,110,110
336,245,19,22,22,110,110,110
337,4,64,64,64,110,110,110
338,212,19,21,21,110,110,110
339,222,3,3,22,110,110,110
340,212,19,22,22,110,110,110
341,205,19,21,21,110,110,110
342,202,19,21,21,110,110,110
343,13,19,22,22,110,110,110
344,223,19,21,21,110,110,110
345,441,19,22,22,110,110,110
346,230,19,21,21,110,110,110
347,201,5,5,5,110,110,110
348,472,19,21,21,110,110,110
349,472,19,22,22,110,110,110
350,220,19,21,21,110,110,110
351,195,19,22,22,110,110,110
352,3,64,64,64,110,110,110
353,56,5,5,5,110,110,110
354,224,17,16,22,110,110,110
355,385,19,21,21,110,110,110
356,385,19,22,22,110,110,110
357,101,19,21,21,110,110,110
358,245,5,5,5,110,110,110
359,370,19,22,22,110,110,110
360,13,19,21,21,110,110,110
361,101,19,22,22,110,110,110
362,5,64,64,64,110,110,110
363,222,5,5,5,110,110,110
364,230,19,22,22,110,110,110
365,212,5,5,5,110,110,110
366,223,19,22,22,110,110,110
367,441,19,21,21,110,110,110
368,245,19,21,21,110,110,110
369,372,19,22,22,110,110,110
370,13,19,22,22,120,120,120
371,205,243,243,243,120,120,120
372,220,19,22,22,120,120,120
373,210,7,7,7,120,120,120
374,245,19,22,22,120,120,120
375,205,19,22,22,120,120,120
376,265,19,22,22,120,120,120
377,441,19,22,22,120,120,120
378,245,5,5,5,120,120,120
379,202,7,7,7,120,120,120
380,56,5,5,5,120,120,120
381,1,23,23,23,120,120,120
382,101,19,22,22,120,120,120
383,212,5,5,5,120,120,120
384,222,3,3,22,120,120,120
385,240,19,22,22,120,120,120
386,245,243,243,243,120,120,120
387,233,243,243,243,120,120,120
388,13,23,23,23,120,120,120
389,321,23,23,23,120,120,120
390,285,243,243,243,120,120,120
391,224,17,16,22,120,120,120
392,441,243,243,243,120,120,120
393,245,7,7,7,120,120,120
394,220,5,5,5,120,120,120
395,453,243,243,243,120,120,120
396,223,19,22,22,120,120,120
397,202,19,22,22,120,120,120
398,220,243,243,243,120,120,120
399,91,23,23,23,120,120,120
400,222,25,25,25,120,120,120
401,321,25,25,25,120,120,120
402,762,243,243,243,120,120,120
403,222,23,23,23,120,120,120
404,1,7,7,7,120,120,120
405,321,7,7,7,120,120,120
406,195,19,22,22,120,120,120
407,202,25,25,25,120,120,120
408,212,19,22,22,120,120,120
409,265,243,243,243,120,120,120
410,385,19,22,22,120,120,120
411,231,243,243,243,120,120,120
412,210,25,25,25,120,120,120
413,305,25,25,25,120,120,120
414,184,19,22,22,120,120,120
415,372,19,22,22,120,120,120
416,230,19,22,22,120,120,120
417,201,5,5,5,120,120,120
418,220,25,25,25,120,120,120
419,1,25,25,25,120,120,120
420,235,19,22,22,120,120,120
421,262,243,243,243,120,120,120
422,245,25,25,25,120,120,120
423,222,5,5,5,120,120,120
424,370,19,22,22,120,120,120
425,472,19,22,22,120,120,120
426,13,19,21,21,130,135,135
427,222,27,27,27,130,135,135
428,195,19,21,21,130,135,135
429,235,19,21,21,130,135,135
430,202,19,21,21,130,135,135
431,245,19,21,21,130,135,135
432,212,5,5,5,130,135,135
433,222,8,8,8,130,135,135
434,240,19,21,21,130,135,135
435,56,8,8,8,130,135,135
436,184,19,21,21,130,135,135
437,245,5,5,5,130,135,135
438,370,19,21,21,130,135,135
439,472,19,21,21,130,135,135
440,441,19,21,21,130,135,135
441,385,19,21,21,130,135,135
442,56,5,5,5,130,135,135
443,201,5,5,5,130,135,135
444,223,27,27,27,130,135,135
445,265,19,21,21,130,135,135
446,220,5,5,5,130,135,135
447,101,19,21,21,130,135,135
448,223,19,21,21,130,135,135
449,205,19,21,21,130,135,135
450,230,19,21,21,130,135,135
451,220,19,21,21,130,135,135
452,222,5,5,5,130,135,135
453,372,19,21,21,130,135,135
454,56,27,27,27,130,135,135
455,212,19,21,21,130,135,135
456,56,8,8,8,130,136,136
457,370,19,21,21,130,136,136
458,472,19,21,21,130,136,136
459,184,19,21,21,130,136,136
460,385,19,21,21,130,136,136
461,56,5,5,5,130,136,136
462,202,19,21,21,130,136,136
463,223,27,27,27,130,136,136
464,265,19,21,21,130,136,136
465,222,8,8,8,130,136,136
466,101,19,21,21,130,136,136
467,223,19,21,21,130,136,136
468,205,19,21,21,130,136,136
469,230,19,21,21,130,136,136
470,220,19,21,21,130,136,136
471,222,5,5,5,130,136,136
472,372,19,21,21,130,136,136
473,56,27,27,27,130,136,136
474,212,19,21,21,130,136,136
475,235,19,21,21,130,136,136
476,201,5,5,5,130,136,136
477,245,19,21,21,130,136,136
478,212,5,5,5,130,136,136
479,220,5,5,5,130,136,136
480,240,19,21,21,130,136,136
481,222,27,27,27,130,136,136
482,441,19,21,21,130,136,136
483,245,5,5,5,130,136,136
484,13,19,21,21,130,136,136
485,195,19,21,21,130,136,136
486,223,19,21,21,130,137,137
487,205,19,21,21,130,137,137
488,230,19,21,21,130,137,137
489,220,19,21,21,130,137,137
490,222,5,5,5,130,137,137
491,372,19,21,21,130,137,137
492,56,27,27,27,130,137,137
493,212,19,21,21,130,137,137
494,235,19,21,21,130,137,137
495,202,19,21,21,130,137,137
496,245,19,21,21,130,137,137
497,212,5,5,5,130,137,137
498,222,8,8,8,130,137,137
499,240,19,21,21,130,137,137
500,222,27,27,27,130,137,137
501,184,19,21,21,130,137,137
502,245,5,5,5,130,137,137
503,13,19,21,21,130,137,137
504,472,19,21,21,130,137,137
505,441,19,21,21,130,137,137
506,195,19,21,21,130,137,137
507,56,5,5,5,130,137,137
508,201,5,5,5,130,137,137
509,223,27,27,27,130,137,137
510,265,19,21,21,130,137,137
511,220,5,5,5,130,137,137
512,101,19,21,21,130,137,137
513,56,8,8,8,130,137,137
514,385,19,21,21,130,137,137
515,370,19,21,21,130,137,137
516,385,19,22,22,140,140,140
517,223,19,22,22,140,140,140
518,224,17,16,22,140,140,140
519,441,19,22,22,140,140,140
520,101,19,22,22,140,140,140
521,220,19,22,22,140,140,140
522,13,19,22,22,140,140,140
523,222,3,3,22,140,140,140
524,240,19,22,22,140,140,140
525,202,19,22,22,140,140,140
526,245,19,22,22,140,140,140
527,205,19,22,22,140,140,140
528,195,19,22,22,140,140,140
529,235,19,22,22,140,140,140
530,212,19,22,22,140,140,140
531,370,19,22,22,140,140,140
532,265,19,22,22,140,140,140
533,372,19,22,22,140,140,140
534,472,19,22,22,140,140,140
535,184,19,22,22,140,140,140
536,230,19,22,22,140,140,140
537,212,5,5,5,150,150,150
538,472,19,22,22,150,150,150
539,222,33,33,33,150,150,150
540,240,19,22,22,150,150,150
541,202,19,22,22,150,150,150
542,225,9,9,9,150,150,150
543,56,5,5,5,150,150,150
544,101,19,22,22,150,150,150
545,372,19,22,22,150,150,150
546,224,17,16,22,150,150,150
547,220,19,22,22,150,150,150
548,245,19,22,22,150,150,150
549,245,5,5,5,150,150,150
550,235,19,22,22,150,150,150
551,245,9,9,9,150,150,150
552,222,3,3,22,150,150,150
553,212,19,22,22,150,150,150
554,225,33,33,33,150,150,150
555,385,19,22,22,150,150,150
556,222,5,5,5,150,150,150
557,13,19,22,22,150,150,150
558,231,9,9,9,150,150,150
559,220,5,5,5,150,150,150
560,230,19,22,22,150,150,150
561,195,19,22,22,150,150,150
562,441,19,22,22,150,150,150
563,205,19,22,22,150,150,150
564,265,19,22,22,150,150,150
565,184,19,22,22,150,150,150
566,245,33,33,33,150,150,150
567,201,5,5,5,150,150,150
568,370,19,22,22,150,150,150
569,223,19,22,22,150,150,150
570,224,17,16,22,160,160,160
571,370,19,22,22,160,160,160
572,223,19,22,22,160,160,160
573,212,5,5,5,160,160,160
574,222,3,3,22,160,160,160
575,195,19,22,22,160,160,160
576,472,19,22,22,160,160,160
577,222,5,5,5,160,160,160
578,202,19,22,22,160,160,160
579,441,19,22,22,160,160,160
580,13,19,22,22,160,160,160
581,220,19,22,22,160,160,160
582,184,19,22,22,160,160,160
583,205,19,22,22,160,160,160
584,235,19,22,22,160,160,160
585,372,19,22,22,160,160,160
586,101,19,22,22,160,160,160
587,212,19,22,22,160,160,160
588,265,19,22,22,160,160,160
589,240,19,22,22,160,160,160
590,385,19,22,22,160,160,160
591,56,5,5,5,160,160,160
592,220,5,5,5,160,160,160
593,201,5,5,5,160,160,160
594,245,19,22,22,160,160,160
595,245,5,5,5,160,160,160
596,230,19,22,22,160,160,160
597,42,77,77,77,200,205,205
598,44,77,77,77,200,205,205
599,755,485,485,485,200,205,205
600,822,479,479,479,200,205,205
601,45,77,77,77,200,205,205
602,823,479,479,479,200,205,205
603,245,479,479,479,200,205,205
604,740,485,485,485,200,205,205
605,216,485,485,485,200,205,205
606,701,498,498,498,200,205,205
607,824,479,479,479,200,205,205
608,245,498,498,498,200,205,205
609,245,475,475,475,200,205,205
610,740,479,479,479,200,205,205
611,802,475,475,475,200,205,205
612,441,485,485,485,200,205,205
613,690,479,479,479,200,205,205
614,245,476,476,476,200,205,205
615,752,498,498,498,200,205,205
616,801,473,473,473,210,205,205
617,801,474,474,474,210,205,205
618,755,474,474,474,210,205,205
619,780,495,495,495,210,205,205
620,25,495,495,495,210,205,205
621,202,19,22,22,220,220,220
622,201,5,5,5,220,220,220
623,472,19,22,22,220,220,220
624,220,5,5,5,220,220,220
625,101,19,22,22,220,220,220
626,224,17,16,22,220,220,220
627,441,19,22,22,220,220,220
628,13,19,22,22,220,220,220
629,372,19,22,22,220,220,220
630,212,5,5,5,220,220,220
631,245,19,22,22,220,220,220
632,370,19,22,22,220,220,220
633,222,3,3,22,220,220,220
634,56,5,5,5,220,220,220
635,195,19,22,22,220,220,220
636,240,19,22,22,220,220,220
637,205,19,22,22,220,220,220
638,212,19,22,22,220,220,220
639,220,19,22,22,220,220,220
640,265,19,22,22,220,220,220
641,230,19,22,22,220,220,220
642,235,19,22,22,220,220,220
643,385,19,22,22,220,220,220
644,222,5,5,5,220,220,220
645,184,19,22,22,220,220,220
646,223,19,22,22,220,220,220
647,245,5,5,5,220,220,220
648,385,19,21,21,230,230,230
649,212,5,5,5,230,230,230
650,212,14,14,14,230,230,230
651,240,19,22,22,230,230,230
652,195,19,21,21,230,230,230
653,370,19,21,21,230,230,230
654,223,19,22,22,230,230,230
655,245,5,5,5,230,230,230
656,205,19,21,21,230,230,230
657,230,19,21,21,230,230,230
658,101,19,21,21,230,230,230
659,101,19,22,22,230,230,230
660,441,19,21,21,230,230,230
661,201,5,5,5,230,230,230
662,202,19,21,21,230,230,230
663,184,19,22,22,230,230,230
664,224,17,16,22,230,230,230
665,220,19,21,21,230,230,230
666,223,19,21,21,230,230,230
667,222,3,3,22,230,230,230
668,472,19,21,21,230,230,230
669,212,15,15,15,230,230,230
670,202,19,22,22,230,230,230
671,265,19,22,22,230,230,230
672,230,19,22,22,230,230,230
673,184,19,21,21,230,230,230
674,370,19,22,22,230,230,230
675,235,14,14,14,230,230,230
676,235,19,22,22,230,230,230
677,222,5,5,5,230,230,230
678,195,19,22,22,230,230,230
679,372,19,21,21,230,230,230
680,212,19,22,22,230,230,230
681,13,19,21,21,230,230,230
682,245,19,22,22,230,230,230
683,205,19,22,22,230,230,230
684,212,19,21,21,230,230,230
685,240,14,14,14,230,230,230
686,245,19,21,21,230,230,230
687,235,19,21,21,230,230,230
688,472,19,22,22,230,230,230
689,220,19,22,22,230,230,230
690,220,5,5,5,230,230,230
691,13,19,22,22,230,230,230
692,56,5,5,5,230,230,230
693,240,19,21,21,230,230,230
694,385,19,22,22,230,230,230
695,372,19,22,22,230,230,230
696,441,19,22,22,230,230,230
697,265,19,21,21,230,230,230
698,245,59,59,59,300,300,300
699,195,19,22,22,300,300,300
700,265,19,22,22,300,300,300
701,385,19,22,22,300,300,300
702,372,19,22,22,300,300,300
703,205,19,22,22,300,300,300
704,222,3,3,22,300,300,300
705,245,19,22,22,300,300,300
706,23,59,59,59,300,300,300
707,222,5,5,5,300,300,300
708,441,19,22,22,300,300,300
709,212,5,5,5,300,300,300
710,12,55,55,55,300,300,300
711,370,19,22,22,300,300,300
712,201,5,5,5,300,300,300
713,13,19,22,22,300,300,300
714,6,59,59,59,300,300,300
715,184,19,22,22,300,300,300
716,245,5,5,5,300,300,300
717,230,19,22,22,300,300,300
718,224,17,16,22,300,300,300
719,220,19,22,22,300,300,300
720,2,53,53,53,300,300,300
721,220,5,5,5,300,300,300
722,212,19,22,22,300,300,300
723,56,5,5,5,300,300,300
724,223,19,22,22,300,300,300
725,202,19,22,22,300,300,300
726,101,19,22,22,300,300,300
727,11,53,53,53,300,300,300
728,472,19,22,22,300,300,300
729,245,55,55,55,300,300,300
730,235,19,22,22,300,300,300
731,21,47,47,47,300,300,300
732,240,19,22,22,300,300,300
733,10,48,48,48,300,300,300
734,321,59,59,59,300,300,300
735,230,19,17,17,310,310,310
736,202,19,17,17,310,310,310
737,13,19,17,17,310,310,310
738,184,19,17,17,310,310,310
739,370,19,17,17,310,310,310
740,265,19,17,17,310,310,310
741,212,19,17,17,310,310,310
742,101,19,17,17,310,310,310
743,240,19,17,17,310,310,310
744,472,19,17,17,310,310,310
745,235,19,17,17,310,310,310
746,372,19,17,17,310,310,310
747,223,19,17,17,310,310,310
748,245,19,17,17,310,310,310
749,385,19,17,17,310,310,310
750,195,19,17,17,310,310,310
751,220,19,17,17,310,310,310
752,205,19,17,17,310,310,310
753,441,19,17,17,310,310,310
754,211,18,19,19,320,325,325
755,212,19,17,17,330,330,335
756,101,19,17,17,330,330,335
757,195,19,17,17,330,330,335
758,212,19,21,21,330,330,335
759,472,19,17,17,330,330,335
760,205,19,17,17,330,330,335
761,220,19,21,21,330,330,335
762,372,19,17,17,330,330,335
763,245,19,17,17,330,330,335
764,13,19,17,17,330,330,335
765,441,19,21,21,330,330,335
766,385,19,17,17,330,330,335
767,223,19,21,21,330,330,335
768,265,19,17,17,330,330,335
769,265,19,21,21,330,330,335
770,235,19,17,17,330,330,335
771,101,19,21,21,330,330,335
772,230,19,17,17,330,330,335
773,195,19,21,21,330,330,335
774,202,19,21,21,330,330,335
775,385,19,21,21,330,330,335
776,230,19,21,21,330,330,335
777,13,19,21,21,330,330,335
778,220,19,17,17,330,330,335
779,370,19,21,21,330,330,335
780,370,19,17,17,330,330,335
781,441,19,17,17,330,330,335
782,184,19,21,21,330,330,335
783,205,19,21,21,330,330,335
784,235,19,21,21,330,330,335
785,240,19,21,21,330,330,335
786,472,19,21,21,330,330,335
787,240,19,17,17,330,330,335
788,245,19,21,21,330,330,335
789,372,19,21,21,330,330,335
790,184,19,17,17,330,330,335
791,202,19,17,17,330,330,335
792,223,19,17,17,330,330,335
793,184,19,21,21,340,340,340
794,441,19,22,22,340,340,340
795,441,19,21,21,340,340,340
796,205,19,17,17,340,340,340
797,370,19,21,21,340,340,340
798,195,19,21,21,340,340,340
799,372,19,21,21,340,340,340
800,212,14,14,14,340,340,340
801,441,19,17,17,340,340,340
802,230,19,22,22,340,340,340
803,212,19,17,17,340,340,340
804,235,14,14,14,340,340,340
805,212,19,21,21,340,340,340
806,245,19,22,22,340,340,340
807,933,469,469,469,340,340,340
808,385,19,21,21,340,340,340
809,265,19,21,21,340,340,340
810,235,19,21,21,340,340,340
811,220,19,21,21,340,340,340
812,240,19,21,21,340,340,340
813,202,19,21,21,340,340,340
814,13,19,17,17,340,340,340
815,240,14,14,14,340,340,340
816,245,469,469,469,340,340,340
817,265,19,17,17,340,340,340
818,245,19,21,21,340,340,340
819,235,19,22,22,340,340,340
820,372,19,22,22,340,340,340
821,370,19,22,22,340,340,340
822,941,469,469,469,340,340,340
823,640,16,18,18,340,340,340
824,220,19,17,17,340,340,340
825,240,19,17,17,340,340,340
826,265,19,22,22,340,340,340
827,205,19,21,21,340,340,340
828,195,19,17,17,340,340,340
829,101,19,17,17,340,340,340
830,472,19,17,17,340,340,340
831,225,16,18,18,340,340,340
832,205,19,22,22,340,340,340
833,101,19,21,21,340,340,340
834,385,19,17,17,340,340,340
835,903,469,469,469,340,340,340
836,230,19,17,17,340,340,340
837,202,19,17,17,340,340,340
838,101,19,22,22,340,340,340
839,230,19,21,21,340,340,340
840,235,19,17,17,340,340,340
841,385,19,22,22,340,340,340
842,372,19,17,17,340,340,340
843,220,19,22,22,340,340,340
844,240,19,22,22,340,340,340
845,13,19,22,22,340,340,340
846,223,19,17,17,340,340,340
847,370,19,17,17,340,340,340
848,212,19,22,22,340,340,340
849,950,469,469,469,340,340,340
850,216,16,18,18,340,340,340
851,245,19,17,17,340,340,340
852,195,19,22,22,340,340,340
853,13,19,21,21,340,340,340
854,184,19,22,22,340,340,340
855,245,16,18,18,340,340,340
856,224,17,16,22,340,340,340
857,944,469,469,469,340,340,340
858,223,19,22,22,340,340,340
859,223,19,21,21,340,340,340
860,472,19,21,21,340,340,340
861,222,3,3,22,340,340,340
862,220,16,18,18,340,340,340
863,940,469,469,469,340,340,340
864,202,19,22,22,340,340,340
865,184,19,17,17,340,340,340
866,472,19,22,22,340,340,340
867,220,19,21,21,350,350,350
868,370,19,21,21,350,350,350
869,230,19,22,22,350,350,350
870,230,19,21,21,350,350,350
